Movie_Title,Movie_ID,Budget,Cast,Crew,Studios,Genre,Keywords,Languages,Countries,Release_Data,Runtime,Gross_worldwide,Rating,Rating_Count,ListOfCertificate,Release_Year,Release_Month,Release_Day,GenreRank,SpecialMonth,CastsRank,NumLeadActors,HasTop50Actors,NumStudios,StudioRank,NumTopStudios,HasTopStudio,CountryRank,LanguageRank,keywordRank,cerRank
Vice Versa,96380,10000000,"['Judge Reinhold', 'Fred Savage', 'Corinne Bohrer', 'Swoosie Kurtz', 'Jane Kaczmarek', 'David Proval', 'William Prince', 'Gloria Gifford', 'Beverly Archer', 'Harry S. Murphy', ""Kevin O'Rourke"", 'Richard Kind', 'Charles Lucia', 'Ajay Naidu', 'Raymond Rosario', 'Elya Baskin', 'James Hong', 'Jane Lynch']","['Brian Gilbert', 'Dick Clement', 'Thomas Anstey Guthrie', 'Ian La Frenais']",['Columbia Pictures'],"['Comedy', 'Fantasy']","['body swap', 'skull', 'body switching', 'man wears eyeglasses', 'woman wears eyeglasses']",['English'],['United States'],1988-03-11,98,13664060,5.9,9700,['PG'],1988,3,11,13.5,0,12243,0,0,1,302,1,0,4,1,56,2
The Pagemaster,110763,27000000,"['Macaulay Culkin', 'Christopher Lloyd', 'Kanin Howell', 'Alexis Kirschner', 'Jessica Kirschner', 'Guy Mansker', 'Brandon S. McKay', 'Stephen Sheehan', 'Ed Begley Jr.', 'Mel Harris', 'Patrick Stewart', 'Whoopi Goldberg', 'Frank Welker', 'Leonard Nimoy', 'George Hearn', 'Dorian Harewood', 'Ed Gilbert', 'Richard Erdman']","['Pixote Hunt', 'Joe Johnston', 'David Kirschner', 'Ernie Contreras', 'David Casci']","['Twentieth Century Fox', 'Turner Pictures (I)']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['rain', 'thunder', 'lightning', 'bicycle', 'bike']",['English'],['United States'],1994-11-23,80,13670688,6.1,23000,['G'],1994,11,23,16.8,1,13031,0,0,2,376,1,0,4,1,0,3
Hey Arnold! The Movie,314166,3000000,"['Spencer Klein', 'Francesca Marie Smith', 'Jamil Walker Smith', 'Dan Castellaneta', 'Tress MacNeille', 'Paul Sorvino', 'Jennifer Jason Leigh', 'Christopher Lloyd', 'Vincent Schiavelli', 'Maurice LaMarche', 'Kath Soucie', 'Christopher Walberg', 'Sam Gifaldi', 'Justin Shenkarow', 'Blake Ewing', 'Olivia Hack', 'Anndi McAfee', 'James Keane']","['Craig Bartlett', 'Tuck Tucker', 'Steve Viksten']","['Paramount Pictures', 'Nickelodeon Movies', 'Snee-Oosh Productions']","['Animation', 'Adventure', 'Comedy', 'Family']","['2d animation', 'hand drawn animation', 'traditional animation', 'based on cartoon', 'slimehouse']",['English'],['United States'],2002-06-28,76,15249308,6.0,7100,['PG'],2002,6,28,16.75,1,13837,1,0,3,700,1,0,4,1,53,2
The Tailor of Panama,236784,21000000,"['Pierce Brosnan', 'Geoffrey Rush', 'Jamie Lee Curtis', 'Leonor Varela', 'Brendan Gleeson', 'Harold Pinter', 'Catherine McCormack', 'Daniel Radcliffe', 'Lola Boorman', 'David Hayman', 'Mark Margolis', 'Martin Ferrero', 'John Fortune', 'Martin Savage', 'Edgardo Molino', 'Jon Polito', 'Jonathan Hyde', 'Dylan Baker']","['Andrew Davies', 'John Boorman', 'John le Carré']","['Columbia Pictures', 'Merlin Films']","['Comedy', 'Drama', 'Thriller']","['espionage', 'watching tv', 'nipple slip', 'female nudity', 'fondling']","['English', 'Spanish']","['United States', 'Ireland']",2001-03-30,109,28008462,6.2,29000,['R'],2001,3,30,8.666666666666666,0,21755,2,1,2,427,1,0,4,4,52,1
Broken Flowers,412019,10000000,"['Bill Murray', 'Jessica Lange', 'Sharon Stone', 'Julie Delpy', 'Heather Simms', 'Brea Frazier', 'Jarry Fall', 'Korka Fall', 'Saul Holland', 'Zakira Holland', 'Niles Lee Wilson', 'Jeffrey Wright', 'Meredith Patterson', 'Jennifer Rapp', 'Nicole Abisinio', 'Ryan Donowho', 'Alexis Dziena', 'Frances Conroy']","['Bill Raden', 'Sara Driver', 'Jim Jarmusch']","['Focus Features', 'Five Roses', 'Bac Films']","['Comedy', 'Drama', 'Mystery', 'Romance']","['road movie', 'single parent', 'illegitimate son', 'flowers', 'letter']",['English'],"['France', 'United States']",2005-08-26,106,47329961,7.2,101000,['R'],2005,8,26,8.0,0,8548,0,0,3,340,0,0,4,1,39,1
Trespass,105636,14000000,"['Bill Paxton', 'Ice-T', 'William Sadler', 'Ice Cube', 'Art Evans', ""De'voreaux White"", 'Bruce A. Young', 'Glenn Plummer', 'Stoney Jackson', 'T.E. Russell', 'Tom Lister Jr.', 'John Toles-Bey', 'Byron Minns', 'Tico Wells', 'Hal Landon Jr.', 'James Pickens Jr.', 'L. Warren Young']","['Robert Zemeckis', 'Bob Gale', 'Walter Hill']",['Universal Pictures'],"['Action', 'Thriller']","['time bomb', 'no female character', 'timeframe 1990s', 'gang', 'st. louis']",['English'],['United States'],1992-12-25,101,13249535,6.3,12000,['R'],1992,12,25,14.0,1,10810,0,0,1,310,1,0,4,1,108,1
Blow Out,82085,18000000,"['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz', 'Peter Boyden', 'Curt May', 'John Aquino', 'John McMartin', 'Deborah Everton', 'J. Patrick McNamara', 'Missy Cleveland', 'Roger Wilson', 'Lori-Nan Engler', 'Cindy Manion', 'Missy Crutchfield', 'Marcy Bigelman', 'Ann Kelly', 'Dean Bennett']","['Brian De Palma', 'Bill Mesce Jr.']","['Filmways Pictures', 'Geria Productions', 'Geria Productions']","['Crime', 'Drama', 'Mystery', 'Thriller']","['political conspiracy', 'psychotronic film', 'hitchcockian', 'roman a clef', 'techno thriller']",['English'],['United States'],1981-07-24,108,12000754,7.4,50000,['R'],1981,7,24,8.25,1,6588,0,0,3,195,0,0,4,1,60,1
Hit and Run,2097307,2000000,"['Dax Shepard', 'Kristen Bell', 'Bradley Cooper', 'Kristin Chenoweth', 'Tom Arnold', 'Michael Rosenbaum', 'Jess Rowland', 'Carly Hatter', 'Steve Agee', 'Joy Bryant', 'Kal Bennett', 'John Duff', 'David Koechner', 'Ryan Hansen', 'Beau Bridges', 'Jason Bateman', 'Nate Tuck', 'Sean Hayes']","['David Palmer', 'Dax Shepard']","['Exclusive Media Group', 'Panay Films', 'Primate Pictures']","['Action', 'Adventure', 'Comedy']","['kidnapping', 'woman in jeopardy', 'bare breasts', 'female full frontal nudity', 'blood splatter']",['English'],['United States'],2012-08-22,100,16816647,6.1,36000,['R'],2012,8,22,15.0,0,15976,0,0,3,218,0,0,4,1,142,1
Letters from Iwo Jima,498380,19000000,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara', 'Ryô Kase', 'Shidô Nakamura', 'Hiroshi Watanabe', 'Takumi Bando', 'Yuki Matsuzaki', 'Takashi Yamaguchi', 'Eijiro Ozaki', 'Nae', 'Nobumasa Sakagami', 'Lucas Elliot Eberl', 'Sonny Saito', 'Steve Santa Sekiyoshi', 'Hiro Abe', 'Toshiya Agata', 'Yoshi Ishii']","['Clint Eastwood', 'Tadamichi Kuribayashi', 'Iris Yamashita', 'Paul Haggis']","['Dreamworks Pictures', 'Warner Bros.', 'Malpaso Productions']","['Action', 'Adventure', 'Drama', 'History', 'War']","['world war two', '1940s', 'japanese', 'imperial japan', 'blood splatter']","['Japanese', 'English']","['United States', 'Japan']",2006-12-09,141,68673228,7.9,159000,['R'],2006,12,9,9.4,1,2957,0,0,3,862,2,0,9,9,144,1
A Hard Day&apos;s Night,58182,560000,"['John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr', 'The Beatles', 'Wilfrid Brambell', 'Norman Rossington', 'John Junkin', 'Victor Spinetti', 'Anna Quayle', 'Deryck Guyler', 'Richard Vernon', 'Edward Malin', 'Robin Ray', 'Lionel Blair', 'Alison Seebohm', 'David Janson', 'Lewis Alexander']","['Alun Owen', 'Richard Lester']","['Walter Shenson Films', 'Proscenium Films']","['Comedy', 'Musical']","['the beatles', 'beatlemania', ""rock 'n' roll"", '1960s', 'man in a bathtub']","['English', 'German', 'French']",['United Kingdom'],1964-07-07,87,2360561,7.6,44000,['G'],1964,7,7,12.0,1,0,0,0,2,120,0,0,7,6,32,3
The Thing,84787,15000000,"['Kurt Russell', 'Wilford Brimley', 'Keith David', 'Richard Masur', 'T.K. Carter', 'David Clennon', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Donald Moffat', 'Joel Polis', 'Thomas G. Waites', 'Norbert Weisser', 'Larry Franco', 'Nate Irwin', 'William Zeman', 'Adrienne Barbeau', 'John Carpenter']","['Bill Lancaster', 'John Carpenter', 'John W. Campbell Jr.']","['Universal Pictures', 'Turman-Foster Company']","['Horror', 'Mystery', 'Sci-Fi']","['isolation', 'antarctica', 'paranoia', 'alien creature', 'shapeshifting']","['English', 'Norwegian']","['United States', 'Canada']",1982-06-25,109,19632053,8.1,399000,['R'],1982,6,25,12.0,1,8028,0,0,2,404,1,0,5,1,0,1
Repo Men,1053424,32000000,"['Jude Law', 'Forest Whitaker', 'Alice Braga', 'Liev Schreiber', 'Carice van Houten', 'Chandler Canterbury', 'Joe Pingue', 'Liza Lapira', 'Tiffany Espensen', 'Yvette Nicole Brown', 'RZA', 'Wayne Ward', 'Tanya Clarke', 'Max Turnbull', 'Howard Hoover', 'Robert Dodds', 'Rafferty Law', 'Tremayne Corion']","['Miguel Sapochnik', 'Garrett Lerner', 'Eric Garcia']","['Universal Pictures', 'Relativity Media', 'Bluegrass Films']","['Action', 'Sci-Fi', 'Thriller']","['dystopia', 'artificial organ', 'evil corporation', 'on the run', 'based on book']","['English', 'Spanish']","['United States', 'Canada']",2010-03-19,111,18409891,6.3,105000,['R'],2010,3,19,14.333333333333334,0,14555,0,0,3,860,1,0,5,4,150,1
Desperate Measures,118966,50000000,"['Michael Keaton', 'Andy Garcia', 'Brian Cox', 'Marcia Gay Harden', 'Erik King', 'Efrain Figueroa', 'Joseph Cross', 'Janel Moloney', 'Richard Riehle', 'Tracey Walter', 'Peter Weireter', 'Keith Diamond', 'Steve Park', 'Steven Schub', 'Neal Matarazzo', 'Dennis Cockrum', 'Charles Noland', 'Randy Thompson']","['David Klass', 'Barbet Schroeder']","['Mandalay Entertainment', 'Eaglepoint']","['Action', 'Crime', 'Drama', 'Thriller']","['bone marrow transplant', 'child in peril', 'hospital', 'escape', 'police officer']",['English'],['United States'],1998-01-30,100,13806137,6.1,17000,['R'],1998,1,30,9.25,0,12965,0,0,2,283,0,0,4,1,115,1
The Man Who Knew Too Little,120483,20000000,"['Bill Murray', 'Joanne Whalley', 'Peter Gallagher', 'Richard Wilson', 'Alfred Molina', 'John Standing', 'Simon Chandler', 'Geraldine James', 'Anna Chancellor', 'Nicholas Woodeson', 'Cliff Parisi', 'John Thomson', 'Janet Henfrey', ""Terry O'Neill"", 'Isabel Hernández', 'Donald Pickering', 'Venetia Barrett', 'Terence Harvey']","['Robert Farrar', 'Howard Franklin', 'Jon Amiel']","['Warner Bros.', 'New Regency Productions', 'Polar Productions']","['Comedy', 'Crime', 'Drama']","['mistaken identity', 'secret agent', 'american in the uk', 'american abroad', 'time bomb']",['English'],"['United States', 'Germany']",1997-11-14,94,13717039,6.6,32000,['PG'],1997,11,14,6.333333333333333,1,12441,0,0,3,668,1,0,4,1,108,2
The Milagro Beanfield War,95638,22000000,"['Rubén Blades', 'Richard Bradford', 'Sônia Braga', 'Julie Carmen', 'James Gammon', 'Melanie Griffith', 'John Heard', 'Carlos Riquelme', 'Daniel Stern', 'Chick Vennera', 'Christopher Walken', 'Freddy Fender', 'Tony Genaro', 'Jerry Hardin', 'Ronald G. Joseph', 'Mario Arrambide', 'Robert Carricart', 'Alberto Morin']","['David S. Ward', 'John Nichols', 'Robert Redford']","['Esparza', 'Universal Pictures', 'Wildwood Enterprises']","['Comedy', 'Drama', 'Fantasy']","['anti capitalism', 'water', 'governor', 'small town', 'police officer']","['English', 'Spanish']",['United States'],1988-03-18,117,13825794,6.9,6200,['R'],1988,3,18,10.0,0,5265,0,0,3,604,1,0,4,4,29,1
Highlander III: The Sorcerer,110027,26000000,"['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger', 'Mako', 'Raoul Max Trujillo', 'Jean-Pierre Pérusse', 'Martin Neufeld', 'Frederick Y. Okimura', 'Daniel Do', 'Gabriel Kakon', 'Louis Bertignac', 'Michael Jayston', 'Zhenhu Han', 'Akira Inoue', 'Darcy Laurie', 'Georges Vitetzakis', 'David Francis', 'Lisa Vitello']","['Gregory Widen', 'Brad Mirman', 'William N. Panzer', 'Andrew Morahan']","['Fallingcloud', 'Initial Groupe', 'Karambole Films Productions']","['Action', 'Fantasy', 'Romance', 'Sci-Fi']","['sex scene', 'immortal', 'sorcerer', 'sword and sorcery', 'third part']",['English'],"['United Kingdom', 'France', 'Canada']",1994-12-09,99,12303080,4.5,21000,"['R', 'PG-13']",1994,12,9,13.5,1,3849,0,0,3,244,0,0,7,1,84,4
One Day,1563738,15000000,"['Anne Hathaway', 'Jim Sturgess', 'Patricia Clarkson', 'Tom Mison', 'Jodie Whittaker', 'Tim Key', 'Rafe Spall', 'Joséphine de La Baume', 'Ken Stott', 'Heida Reed', 'Amanda Fairbank-Hynes', 'Gil Alma', 'David Ajala', 'Georgia King', 'Ukweli Roach', 'Lorna Gayle', 'Clara Paget', 'Matt Berry']","['David Nicholls', 'Lone Scherfig']","['Focus Features', 'Random House Films', 'Film4']","['Drama', 'Romance']","['male female friendship', 'best friend', 'loss of loved one', 'accidental death', 'run over by truck']",['English'],"['United States', 'United Kingdom']",2011-08-19,107,59389433,7.0,147000,['PG-13'],2011,8,19,4.5,0,11931,1,0,3,419,0,0,7,1,70,4
My Stepmother Is an Alien,95687,20000000,"['Dan Aykroyd', 'Kim Basinger', 'Jon Lovitz', 'Alyson Hannigan', 'Joseph Maher', 'Seth Green', 'Ann Prentiss', 'Wesley Mann', 'Tony Jay', 'Peter Bromilow', 'Nina Henderson', 'Harry Shearer', 'Adrian Sparks', 'Juliette Lewis', 'Tanya Fenmore', 'Karen Haber', 'Amy Kirkpatrick', 'Suzie Plakson']","['Herschel Weingrod', 'Richard Benjamin', 'Jerico Stone', 'Timothy Harris']","['Weintraub Entertainment Group', 'Catalina Production Group']","['Comedy', 'Sci-Fi']","['female alien', 'man in love with alien woman', 'alien', 'scientist', 'alien wife']",['English'],['United States'],1988-12-09,105,13854000,5.4,26000,['PG-13'],1988,12,9,12.5,1,10454,0,0,2,72,0,0,4,1,153,4
Left Behind,2467046,16000000,"['Nicolas Cage', 'Lea Thompson', 'Cassi Thomson', 'Chad Michael Murray', 'Nicky Whelan', 'Jordin Sparks Thomas', 'Gary Grubbs', 'Quinton Aaron', 'Martin Klebba', 'Georgina Armstrong', 'Han Soto', 'Alec Rayme', 'Kamryn Johnson', 'Lauren Swinney', 'Major Dodson', 'Lance E. Nichols', 'William Ragsdale', 'Stephanie Honoré']","['Paul Lalonde', 'Vic Armstrong', 'Tim LaHaye', 'John Patus']",['Stoney Lake Entertainment'],"['Action', 'Fantasy', 'Sci-Fi', 'Thriller']","['faith', 'midget', 'product placement', 'disaster movie', 'disaster film']",['English'],"['United States', 'Canada']",2014-10-24,110,27405896,3.1,39000,['PG-13'],2014,10,24,15.0,0,5169,0,0,1,168,0,0,5,1,0,4
On a Clear Day You Can See Forever,66181,10000000,"['Barbra Streisand', 'Yves Montand', 'Bob Newhart', 'Larry Blyden', 'Simon Oakland', 'Jack Nicholson', 'John Richardson', 'Pamela Brown', 'Irene Handl', 'Roy Kinnear', 'Peter Crowcroft', 'Byron Webster', 'Mabel Albertson', 'Laurie Main', 'Kermit Murdock', 'Elaine Giftos', 'John Le Mesurier', 'Angela Pringle']","['Alan Jay Lerner', 'Vincente Minnelli']",['Paramount Pictures'],"['Comedy', 'Drama', 'Fantasy', 'Musical', 'Romance']","['lincoln center for the performing arts', 'timeframe 1810s', 'timeframe 19th century', 'doctor', 'flowers']",['English'],['United States'],1970-06-17,129,14000000,6.4,3800,['G'],1970,6,17,10.2,1,3117,0,0,1,308,1,0,4,1,0,3
The Survivors,86397,12000000,"['Walter Matthau', 'Robin Williams', 'Jerry Reed', 'James Wainwright', 'Kristen Vigard', 'Annie McEnroe', 'Anne Pitoniak', 'Bernard Barrow', 'Marian Hailey', 'Joseph Carberry', 'Skipp Lynch', 'Marilyn Cooper', 'Meg Mundy', 'Yudie Bank', 'Michael P. Moran', 'Norma Pratt', 'John De Bello', 'Del Hinkley']","['Michael Ritchie', 'Michael Leeson']",['Rastar Films'],"['Comedy', 'Crime', 'Drama']","['criminal', 'male frontal nudity', 'male nudity', 'lit cigarette', 'cigarette']","['English', 'Spanish']",['United States'],1983-06-22,103,14000000,5.8,5000,['R'],1983,6,22,6.333333333333333,1,3868,0,0,1,105,0,0,4,4,50,1
The Missouri Breaks,74906,10000000,"['Marlon Brando', 'Jack Nicholson', 'Randy Quaid', 'Kathleen Lloyd', 'Frederic Forrest', 'Harry Dean Stanton', 'John McLiam', 'John P. Ryan', 'Sam Gilman', 'Steve Franken', 'Richard Bradford', 'James Greene', 'Luana Anders', 'Danny Goldman', 'Hunter von Leer', 'Virgil Frye', 'R.L. Armstrong', 'Daniel Ades']","['Arthur Penn', 'Robert Towne', 'Thomas McGuane']",['Devon/Persky-Bright'],"['Drama', 'Western']","['horse thief', 'horse ranch', 'missouri river', 'vigilante', 'hired killer']",['English'],['United States'],1976-05-19,126,18523,6.5,10000,['PG'],1976,5,19,1.5,1,5177,0,0,1,36,0,0,4,1,0,2
Creepshow 2,92796,3500000,"['George Kennedy', 'Lois Chiles', 'Domenick John', 'Tom Savini', 'Philip Dore', 'Maltby Napoleon', 'Tyrone Tonto', 'Dorothy Lamour', 'Frank Salsedo', 'Holt McCallany', 'David Holbrook', 'Don Harvey', 'Dan Kamin', 'Dean Smith', 'Shirley Sonderegger', 'Paul Satterfield', 'Jeremy Green', 'Daniel Beer']","['Michael Gornick', 'Stephen King', 'Lucille Fletcher', 'George A. Romero']","['New World Pictures', 'Laurel Entertainment Inc.']","['Fantasy', 'Horror']","['based on the works of stephen king', 'black comedy', 'anthology', 'raft', 'swimming']",['English'],['United States'],1987-05-01,92,14000000,6.1,25000,['R'],1987,5,1,13.0,1,3130,0,0,2,100,0,0,4,1,40,1
In Too Deep,160401,7000000,"['Lloyd Adams', 'Philip Akin', 'Anna Carolina Alvim', 'Karina Arroyave', 'Richard Blackburn', 'Richard Brooks', 'Ron Canada', 'Kevin Chapman', 'Ivonne Coll', 'K.C. Collins', 'Shane Daly', 'Brenda Denmark', 'Guillermo Díaz', 'Jermaine Dupri', 'Aunjanue Ellis', 'Omar Epps', 'Delores Etienne', 'Sticky Fingaz']","['Michael Rymer', 'Paul Aaron', 'Michael Henry Brown']","['Dimension Films', 'Miramax', 'Suntaur Entertainment Company']","['Crime', 'Thriller', 'Drama']","['hood', 'black jacket', 'down jacket', 'shiny glossy jacket', 'undercover']",['English'],['United States'],1999-08-25,95,14011454,6.3,6500,['R'],1999,8,25,7.0,0,4214,0,0,3,439,0,0,4,1,0,1
What&apos;s Your Number?,770703,20000000,"['Anna Faris', 'Chris Evans', 'Ari Graynor', 'Blythe Danner', 'Ed Begley Jr.', 'Oliver Jackson-Cohen', 'Heather Burns', 'Eliza Coupe', 'Kate Simses', 'Tika Sumpter', 'Joel McHale', 'Jacquelyn Doucette', 'Chris Pratt', 'Denise Vasi', 'Sondra James', 'Zachary Quinto', 'Jason Bowen', 'Danielle Perry']","['Jennifer Crittenden', 'Mark Mylod', 'Karyn Bosnak', 'Gabrielle Allan']","['New Regency Productions', 'New Regency Productions', 'Contrafilm']","['Comedy', 'Romance']","['ex boyfriend', 'morning after', 'womanizer', 'fat suit', 'refusing sex']",['English'],['United States'],2011-09-30,106,30426096,6.1,77000,['R'],2011,9,30,8.5,0,17897,1,1,3,747,0,0,4,1,0,1
Missing,84335,9500000,"['Jack Lemmon', 'Sissy Spacek', 'Melanie Mayron', 'John Shea', 'Charles Cioffi', 'David Clennon', 'Richard Venture', 'Jerry Hardin', 'Richard Bradford', 'Joe Regalbuto', 'Keith Szarabajka', 'John Doolittle', 'Janice Rule', 'Ward Costello', 'Hansford Rowe', 'Tina Romero', 'Richard Whiting', 'Martin LaSalle']","['Thomas Hauser', 'Donald E. Stewart', 'Costa-Gavras']","['PolyGram Filmed Entertainment', 'Universal Pictures', 'Estudios Churubusco Azteca S.A.']","['Biography', 'Drama', 'History', 'Mystery', 'Thriller']","['forced disappearance', 'american', 'military', 'coup', 'chile']","['English', 'Spanish', 'French']","['United States', 'Mexico']",1982-03-12,122,14000000,7.7,21000,['PG'],1982,3,12,6.6,0,2121,0,0,3,691,1,0,6,4,0,2
Virus,120458,75000000,"['Jamie Lee Curtis', 'Donald Sutherland', 'William Baldwin', 'Joanna Pacula', 'Marshall Bell', 'Sherman Augustus', 'Cliff Curtis', 'Julio Oscar Mechoso', 'Yuri Chervotkin', 'Keith Flippen', 'Olga Rzhepetskaya-Retchin', 'Levani', 'David Eggby', 'Matthew Sullivan']","['John Bruno', 'Dennis Feldman', 'Chuck Pfarrer']","['Mutual Film Company', 'Universal Pictures', 'Dark Horse Entertainment']","['Action', 'Horror', 'Sci-Fi', 'Thriller']","['dark horse comics', 'based on comic', 'russian', 'ship', 'storm']","['English', 'Russian']","['United States', 'United Kingdom', 'Germany', 'Japan', 'France']",1999-01-15,99,30657854,5.0,28000,['R'],1999,1,15,13.25,0,8786,0,0,3,770,1,0,9,7,0,1
New York Minute,363282,30000000,"['Mary-Kate Olsen', 'Ashley Olsen', 'Eugene Levy', 'Andy Richter', 'Riley Smith', 'Jared Padalecki', 'Drew Pinsky', 'Darrell Hammond', 'Andrea Martin', 'Alannah Ong', 'Mary Bond Davis', 'Bob Saget', 'Jack Osbourne', 'Joey Klein', 'Neil Crone', 'Jonathan Wilson', 'Boyd Banks', 'Silver Kim']","['Adam Cooper', 'Dennie Gordon', 'Bill Collage', 'Emily Fox']","['Warner Bros.', 'Dualstar Productions', 'DiNovi Pictures']","['Comedy', 'Crime', 'Family', 'Romance']","['rebellious girl', 'new york city', 'city', 'urban setting', 'movie flop']",['English'],['United States'],2004-05-07,91,21289826,5.0,23000,['PG'],2004,5,7,10.25,1,6766,0,0,3,627,1,0,4,1,90,2
The Good Girl,279113,8000000,"['Jennifer Aniston', 'Jake Gyllenhaal', 'Deborah Rush', 'Mike White', 'John Carroll Lynch', 'Zooey Deschanel', 'John C. Reilly', 'Tim Blake Nelson', 'Jacquie Barnbrook', ""Annie O'Donnell"", 'John Doe', 'Roxanne Hart', 'Jon Shere', 'Alice Amter', 'Jean Rhodes', 'Aimee Garcia', 'Lalo Guerrero', 'Michael Hyatt']","['Miguel Arteta', 'Mike White']","['Flan de Coco Films', 'Fox Searchlight Pictures', 'Hungry Eye Lowland Pictures B.V.']","['Drama', 'Romance']","['dysfunctional marriage', 'small town', 'female frontal nudity', 'vomiting woman', 'reference to the catcher in the rye']",['English'],"['United States', 'Germany', 'Netherlands']",2002-08-30,93,16860964,6.4,45000,['R'],2002,8,30,4.5,0,13587,0,0,3,359,0,0,4,1,29,1
Love &amp; Friendship,3068194,3000000,"['Kate Beckinsale', 'Chloë Sevigny', 'Xavier Samuel', 'Emma Greenwell', 'Morfydd Clark', 'Tom Bennett', 'Jenn Murray', ""Lochlann O'Mearáin"", 'Sophie Radermacher', 'Stephen Fry', 'Jordan Waller', 'Ross Mac Mahon', 'Frank Prendergast', 'Justin Edwards', 'Kelly Campbell', 'Conor Lambert', 'Conor MacNeill', 'Frank Melia']","['Whit Stillman', 'Jane Austen']","['Westerly Films', 'Blinder Films', ""Centre national du cinéma et de l'image animée (CNC)""]","['Comedy', 'Drama', 'Romance']","['1790s', 'friendship', '18th century', 'period piece', 'costume drama']","['English', 'French']","['Ireland', 'France', 'Netherlands']",2016-05-26,90,21401949,6.4,24000,['PG'],2016,5,26,6.666666666666667,1,4360,0,0,3,140,0,0,2,3,126,2
